-0.635714286	30.47160588
-0.271428571	30.64806483
0.092857143	31.2203355
0.457142857	31.32878921
0.821428571	31.59711609
1.185714286	31.97730289
1.54999884	32.32436568
1.914285714	32.54639029
2.278571429	32.76902213
2.642857143	33.13570241
3.007142857	33.2904014
3.371428571	33.47331156
3.735714286	33.62658796
4.100545	34.15010707
4.464285714	34.39598618
4.828571429	34.68430649
5.192857143	34.86900066
5.557142857	35.1493208
5.921428571	35.44420661
6.285714286	35.57997072
6.649999978	35.86044586
7.014285714	35.93671852
7.378571429	36.08290007
7.742857143	36.31618003
8.107142857	36.43785557
8.471428571	36.64343219
8.835714286	36.78776616
9.200483	36.94076039
9.564285714	37.0935211
9.928571429	37.20737759
10.29285714	37.33571429
10.65714286	37.45579031
11.02142857	37.57431937
11.38571429	37.67588232
11.75000457	37.76026059
12.11428571	37.86915756
12.47857143	37.91107729
12.84285714	38.0592765
13.20714286	38.06663315
13.57142857	38.19264627
13.93571429	38.17112249
14.29999999	38.31436782
14.66428571	38.3091182
15.02857143	38.41401731
15.39285714	38.38730412
15.75714286	38.48918029
16.12142857	38.58381314
16.48571429	38.56450733
16.84999978	38.64923089
17.21428571	38.59236805
17.57857143	38.67336835
17.94285714	38.60013333
18.30714286	38.71926252
18.67142857	38.58854212
19.03571429	38.48297707
19.40078679	38.59451032
19.76428571	38.49411833
20.12857143	38.5558555
20.49285714	38.35499529
20.85714286	38.5061309
21.22142857	38.66923212
21.58571429	38.4536506
21.95007833	38.53700575
22.31428571	38.22663198
22.67857143	38.16450581
23.04285714	38.02606819
23.40714286	37.66580598
23.77142857	37.81764508
24.13571429	37.60179937
24.50078378	37.67090078
24.86428571	37.51615008
25.22857143	37.42269142
25.59285714	37.48254635
25.95714286	37.50324458
26.32142857	37.47325246
26.68571429	36.99649212
27.04999979	36.96056131
27.41428571	36.82451777
27.77857143	36.69503425
28.14285714	36.60256695
28.50714286	36.47868276
28.87142857	36.41552041
29.23571429	36.30229613
29.59999987	36.25125883
29.96428571	36.17857143
30.32857143	36.10703405
30.69285714	36.06089494
31.05714286	35.99175188
31.42142857	36.09285714
31.78571429	36.05304692
32.15078679	36.02718585
32.51428571	35.98608767
32.87857143	35.95825109
33.24285714	35.93565926
33.60714286	35.84330774
33.97142857	35.91701526
34.33571429	35.89192072
34.69999868	35.89780122
35.06428571	35.8519583
35.42857143	35.82957811
35.79285714	35.68008171
36.15714286	35.76592683
36.52142857	35.79285714
36.88571429	35.76679473
37.25007868	35.67332416
37.61428571	35.70979756
37.97857143	35.68040468
38.34285714	35.64778128
38.70714286	35.54735385
39.07142857	35.5804714
39.43571429	35.35688669
39.80786786	35.50209263
40.16428571	35.49622536
40.52857143	35.24255359
40.89285714	35.4988895
41.25714286	35.35389903
41.62142857	35.12399821
41.98571429	35.28569065
42.35078638	34.79986803
42.71428571	35.22312864
43.07857143	35.12545756
43.44285714	35.1601256
43.80714286	35.22874825
44.17142857	35.14118136
44.53571429	35.09791495
44.90786379	35.0153811
45.26428571	34.93337383
45.62857143	35.08772658
45.99285714	34.87202422
46.35714286	35.06500166
46.72142857	35.03083156
47.08571429	35.04615359
47.44999868	35.08976743
47.81428571	34.83403383
48.17857143	35.04593477
48.54285714	34.72443679
48.90714286	35.03420038
49.27142857	34.80154146
49.63571429	35.00357557
50.07863768	34.99419019
50.64775428	34.51612903
51.25951191	34.03225806
51.78315588	33.5483871
51.58917546	33.06451613
51.49849387	32.58064516
51.16255532	32.09677419
50.86356728	31.61290323
50.63002845	31.12903226
50.45179942	30.64516129
50.30376329	30.16129032
49.80053129	29.67741935
49.40262683	29.19354839
49.17018506	28.70967742
48.7643207	28.22580645
48.30175052	27.74193548
48.19802967	27.25806452
48.28337077	26.77419355
48.31756387	26.29032258
48.47212367	25.80645161
48.50811742	25.32258065
48.42973542	24.83870968
48.47884051	24.35483871
48.10551027	23.87096774
47.93453643	23.38709677
47.675684	22.90322581
47.59032258	22.41935484
